date,away_team,home_team,away_score,home_score,winner,final_score,total_goals
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-09,Hurricanes,Bruins,4,1,away,4-1,5
2024-04-09,Capitals,Red Wings,2,1,away,2-1,3
2024-04-09,Senators,Panthers,0,2,home,0-2,2
2024-04-09,Flyers,Canadiens,3,9,home,3-9,12
2024-04-09,Maple Leafs,Devils,5,2,away,5-2,7
2024-04-09,Rangers,Islanders,2,4,home,2-4,6
2024-04-09,Blue Jackets,Lightning,2,5,home,2-5,7
2024-04-10,Sabres,Stars,2,3,home,2-3,5
2024-04-10,Jets,Predators,4,3,away,4-3,7
2024-04-10,Wild,Avalanche,2,5,home,2-5,7
2024-04-10,Kings,Ducks,1,3,home,1-3,4
2024-04-10,Coyotes,Kraken,0,5,home,0-5,5
2024-04-10,Flames,Sharks,3,2,away,3-2,5
2024-04-11,Blackhawks,Blues,2,5,home,2-5,7
2024-04-11,Golden Knights,Oilers,1,5,home,1-5,6
2024-04-11,Coyotes,Canucks,4,3,away,4-3,7
2024-04-11,Capitals,Sabres,2,4,home,2-4,6
2024-04-11,Blue Jackets,Panthers,0,4,home,0-4,4
2024-04-11,Flyers,Rangers,4,1,away,4-1,5
2024-04-11,Red Wings,Penguins,5,6,home,5-6,11
2024-04-11,Senators,Lightning,3,2,away,3-2,5
2024-04-11,Devils,Maple Leafs,6,5,away,6-5,11
2024-04-11,Canadiens,Islanders,2,3,home,2-3,5
2024-04-12,Jets,Stars,3,0,away,3-0,3
2024-04-12,Sharks,Kraken,3,1,away,3-1,4
2024-04-12,Flames,Kings,1,4,home,1-4,5
2024-04-13,Hurricanes,Blues,5,2,away,5-2,7
2024-04-13,Predators,Blackhawks,5,1,away,5-1,6
2024-04-13,Coyotes,Oilers,3,2,away,3-2,5
2024-04-13,Flames,Ducks,6,3,away,6-3,9
2024-04-13,Wild,Golden Knights,2,7,home,2-7,9
2024-04-13,Islanders,Rangers,2,3,home,2-3,5
2024-04-13,Kraken,Stars,1,3,home,1-3,4
2024-04-13,Jets,Avalanche,7,0,away,7-0,7
2024-04-13,Sabres,Panthers,2,3,home,2-3,5
2024-04-13,Devils,Flyers,0,1,home,0-1,1
2024-04-13,Lightning,Capitals,2,4,home,2-4,6
2024-04-13,Canadiens,Senators,4,5,home,4-5,9
2024-04-13,Red Wings,Maple Leafs,5,4,away,5-4,9
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-11,Blackhawks,Blues,2,5,home,2-5,7
2024-04-11,Golden Knights,Oilers,1,5,home,1-5,6
2024-04-11,Coyotes,Canucks,4,3,away,4-3,7
2024-04-11,Capitals,Sabres,2,4,home,2-4,6
2024-04-11,Blue Jackets,Panthers,0,4,home,0-4,4
2024-04-11,Flyers,Rangers,4,1,away,4-1,5
2024-04-11,Red Wings,Penguins,5,6,home,5-6,11
2024-04-11,Senators,Lightning,3,2,away,3-2,5
2024-04-11,Devils,Maple Leafs,6,5,away,6-5,11
2024-04-11,Canadiens,Islanders,2,3,home,2-3,5
2024-04-12,Jets,Stars,3,0,away,3-0,3
2024-04-12,Sharks,Kraken,3,1,away,3-1,4
2024-04-12,Flames,Kings,1,4,home,1-4,5
2024-04-13,Hurricanes,Blues,5,2,away,5-2,7
2024-04-13,Predators,Blackhawks,5,1,away,5-1,6
2024-04-13,Coyotes,Oilers,3,2,away,3-2,5
2024-04-13,Flames,Ducks,6,3,away,6-3,9
2024-04-13,Wild,Golden Knights,2,7,home,2-7,9
2024-04-13,Islanders,Rangers,2,3,home,2-3,5
2024-04-13,Kraken,Stars,1,3,home,1-3,4
2024-04-13,Jets,Avalanche,7,0,away,7-0,7
2024-04-13,Sabres,Panthers,2,3,home,2-3,5
2024-04-13,Devils,Flyers,0,1,home,0-1,1
2024-04-13,Lightning,Capitals,2,4,home,2-4,6
2024-04-13,Canadiens,Senators,4,5,home,4-5,9
2024-04-13,Red Wings,Maple Leafs,5,4,away,5-4,9
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-11,Capitals,Sabres,2,4,home,2-4,6
2024-04-11,Blue Jackets,Panthers,0,4,home,0-4,4
2024-04-11,Flyers,Rangers,4,1,away,4-1,5
2024-04-11,Red Wings,Penguins,5,6,home,5-6,11
2024-04-11,Senators,Lightning,3,2,away,3-2,5
2024-04-11,Devils,Maple Leafs,6,5,away,6-5,11
2024-04-11,Canadiens,Islanders,2,3,home,2-3,5
2024-04-12,Jets,Stars,3,0,away,3-0,3
2024-04-12,Sharks,Kraken,3,1,away,3-1,4
2024-04-12,Flames,Kings,1,4,home,1-4,5
2024-04-13,Hurricanes,Blues,5,2,away,5-2,7
2024-04-13,Predators,Blackhawks,5,1,away,5-1,6
2024-04-13,Coyotes,Oilers,3,2,away,3-2,5
2024-04-13,Flames,Ducks,6,3,away,6-3,9
2024-04-13,Wild,Golden Knights,2,7,home,2-7,9
2024-04-13,Islanders,Rangers,2,3,home,2-3,5
2024-04-13,Kraken,Stars,1,3,home,1-3,4
2024-04-13,Jets,Avalanche,7,0,away,7-0,7
2024-04-13,Sabres,Panthers,2,3,home,2-3,5
2024-04-13,Devils,Flyers,0,1,home,0-1,1
2024-04-13,Lightning,Capitals,2,4,home,2-4,6
2024-04-13,Canadiens,Senators,4,5,home,4-5,9
2024-04-13,Red Wings,Maple Leafs,5,4,away,5-4,9
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-13,Hurricanes,Blues,5,2,away,5-2,7
2024-04-13,Predators,Blackhawks,5,1,away,5-1,6
2024-04-13,Coyotes,Oilers,3,2,away,3-2,5
2024-04-13,Flames,Ducks,6,3,away,6-3,9
2024-04-13,Wild,Golden Knights,2,7,home,2-7,9
2024-04-13,Islanders,Rangers,2,3,home,2-3,5
2024-04-13,Kraken,Stars,1,3,home,1-3,4
2024-04-13,Jets,Avalanche,7,0,away,7-0,7
2024-04-13,Sabres,Panthers,2,3,home,2-3,5
2024-04-13,Devils,Flyers,0,1,home,0-1,1
2024-04-13,Lightning,Capitals,2,4,home,2-4,6
2024-04-13,Canadiens,Senators,4,5,home,4-5,9
2024-04-13,Red Wings,Maple Leafs,5,4,away,5-4,9
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-13,Islanders,Rangers,2,3,home,2-3,5
2024-04-13,Kraken,Stars,1,3,home,1-3,4
2024-04-13,Jets,Avalanche,7,0,away,7-0,7
2024-04-13,Sabres,Panthers,2,3,home,2-3,5
2024-04-13,Devils,Flyers,0,1,home,0-1,1
2024-04-13,Lightning,Capitals,2,4,home,2-4,6
2024-04-13,Canadiens,Senators,4,5,home,4-5,9
2024-04-13,Red Wings,Maple Leafs,5,4,away,5-4,9
2024-04-14,Blue Jackets,Predators,4,6,home,4-6,10
2024-04-14,Bruins,Penguins,6,4,away,6-4,10
2024-04-14,Canucks,Oilers,3,1,away,3-1,4
2024-04-14,Ducks,Kings,1,3,home,1-3,4
2024-04-14,Wild,Sharks,6,2,away,6-2,8
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-14,Kraken,Blues,1,4,home,1-4,5
2024-04-14,Avalanche,Golden Knights,3,4,home,3-4,7
2024-04-14,Hurricanes,Blackhawks,4,2,away,4-2,6
2024-04-15,Coyotes,Flames,5,6,home,5-6,11
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-15,Canadiens,Red Wings,4,5,home,4-5,9
2024-04-15,Islanders,Devils,4,1,away,4-1,5
2024-04-15,Predators,Penguins,2,4,home,2-4,6
2024-04-15,Sabres,Lightning,4,2,away,4-2,6
2024-04-15,Bruins,Capitals,0,2,home,0-2,2
2024-04-15,Senators,Rangers,0,4,home,0-4,4
2024-04-16,Sharks,Oilers,2,9,home,2-9,11
2024-04-16,Wild,Kings,3,1,away,3-1,4
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-16,Senators,Bruins,3,1,away,3-1,4
2024-04-16,Hurricanes,Blue Jackets,3,6,home,3-6,9
2024-04-16,Red Wings,Canadiens,5,4,away,5-4,9
2024-04-16,Capitals,Flyers,2,1,away,2-1,3
2024-04-16,Maple Leafs,Panthers,2,5,home,2-5,7
2024-04-17,Kraken,Jets,3,4,home,3-4,7
2024-04-17,Blackhawks,Golden Knights,1,3,home,1-3,4
2024-04-17,Flames,Canucks,1,4,home,1-4,5
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-17,Penguins,Islanders,4,5,home,4-5,9
2024-04-17,Maple Leafs,Lightning,4,6,home,4-6,10
2024-04-18,Blues,Stars,1,2,home,1-2,3
2024-04-18,Oilers,Coyotes,2,5,home,2-5,7
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
2024-04-18,Kraken,Wild,4,3,away,4-3,7
2024-04-19,Canucks,Jets,2,4,home,2-4,6
2024-04-19,Sharks,Flames,1,5,home,1-5,6
2024-04-19,Oilers,Avalanche,1,5,home,1-5,6
2024-04-19,Ducks,Golden Knights,4,1,away,4-1,5
2024-04-19,Blackhawks,Kings,4,5,home,4-5,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
2024-04-24,Bruins,Maple Leafs,4,2,away,4-2,6
2024-04-25,Golden Knights,Stars,3,1,away,3-1,4
2024-04-25,Kings,Oilers,5,4,away,5-4,9
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
2024-04-24,Bruins,Maple Leafs,4,2,away,4-2,6
2024-04-25,Golden Knights,Stars,3,1,away,3-1,4
2024-04-25,Kings,Oilers,5,4,away,5-4,9
2024-04-25,Panthers,Lightning,5,3,away,5-3,8
2024-04-25,Hurricanes,Islanders,3,2,away,3-2,5
2024-04-20,Islanders,Hurricanes,1,3,home,1-3,4
2024-04-21,Maple Leafs,Bruins,1,5,home,1-5,6
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
2024-04-24,Bruins,Maple Leafs,4,2,away,4-2,6
2024-04-25,Golden Knights,Stars,3,1,away,3-1,4
2024-04-25,Kings,Oilers,5,4,away,5-4,9
2024-04-25,Panthers,Lightning,5,3,away,5-3,8
2024-04-25,Hurricanes,Islanders,3,2,away,3-2,5
2024-04-26,Rangers,Capitals,3,1,away,3-1,4
2024-04-26,Canucks,Predators,2,1,away,2-1,3
2024-04-27,Jets,Avalanche,2,6,home,2-6,8
2024-04-27,Oilers,Kings,6,1,away,6-1,7
2024-04-21,Lightning,Panthers,2,3,home,2-3,5
2024-04-21,Capitals,Rangers,1,4,home,1-4,5
2024-04-21,Avalanche,Jets,6,7,home,6-7,13
2024-04-22,Predators,Canucks,2,4,home,2-4,6
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
2024-04-24,Bruins,Maple Leafs,4,2,away,4-2,6
2024-04-25,Golden Knights,Stars,3,1,away,3-1,4
2024-04-25,Kings,Oilers,5,4,away,5-4,9
2024-04-25,Panthers,Lightning,5,3,away,5-3,8
2024-04-25,Hurricanes,Islanders,3,2,away,3-2,5
2024-04-26,Rangers,Capitals,3,1,away,3-1,4
2024-04-26,Canucks,Predators,2,1,away,2-1,3
2024-04-27,Jets,Avalanche,2,6,home,2-6,8
2024-04-27,Oilers,Kings,6,1,away,6-1,7
2024-04-27,Hurricanes,Islanders,2,3,home,2-3,5
2024-04-27,Panthers,Lightning,3,6,home,3-6,9
2024-04-28,Bruins,Maple Leafs,3,1,away,3-1,4
2024-04-28,Stars,Golden Knights,3,2,away,3-2,5
2024-04-22,Maple Leafs,Bruins,3,2,away,3-2,5
2024-04-22,Islanders,Hurricanes,3,5,home,3-5,8
2024-04-23,Golden Knights,Stars,4,3,away,4-3,7
2024-04-23,Kings,Oilers,4,7,home,4-7,11
2024-04-23,Capitals,Rangers,3,4,home,3-4,7
2024-04-23,Lightning,Panthers,2,3,home,2-3,5
2024-04-24,Avalanche,Jets,5,2,away,5-2,7
2024-04-24,Predators,Canucks,4,1,away,4-1,5
